company_name,description,category,location,source,cleaned_description,combined,cluster,cluster_name,cluster_quality,tags,startup_cluster,startup_cluster_name,startup_cluster_quality
Caddy,The voice interface that works proactively for you,"Engineering, Product and Design",,yc_2025,the voice interface that works proactively for you,"Caddy the voice interface that works proactively for you Engineering, Product and Design",6,Enterprise Software / SaaS / IT Products,clean,Other,6,EdTech Startups,clean
Alt-X,Automation for institutional-grade financial modeling in Excel,,"San Francisco, CA, USA",yc_2025,automation for institutional grade financial modeling in excel,Alt-X automation for institutional grade financial modeling in excel,6,Enterprise Software / SaaS / IT Products,clean,SaaS,1,B2B SaaS / Workflow,mostly_clean
Locus,Payment infrastructure for AI agents,"Engineering, Product and Design",,yc_2025,payment infrastructure for ai agents,"Locus payment infrastructure for ai agents Engineering, Product and Design",6,Enterprise Software / SaaS / IT Products,clean,"AI, Fintech, DevTools",0,AI Tools / Automation,clean
Deeptrace,AI agents for on-call,,"San Francisco, CA, USA",yc_2025,ai agents for on call,Deeptrace ai agents for on call,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Aspect,AI Visual Understanding for Multimodal Data,"Engineering, Product and Design",,yc_2025,ai visual understanding for multimodal data,"Aspect ai visual understanding for multimodal data Engineering, Product and Design",6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Scoop,Automating regulatory submissions for life sciences,,"San Francisco, CA, USA",yc_2025,automating regulatory submissions for life sciences,Scoop automating regulatory submissions for life sciences,6,Enterprise Software / SaaS / IT Products,clean,Other,7,Ops / Logistics / Business Tools,mostly_clean
Hyperspell,Memory for AI Agents,Infrastructure,"San Francisco, CA, USA",yc_2025,memory for ai agents,Hyperspell memory for ai agents Infrastructure,6,Enterprise Software / SaaS / IT Products,clean,"AI, DevTools",2,Fintech Startups,clean
Bolna AI,Voice AI to enable India's next billion,,"Bengaluru, KA, India",yc_2025,voice ai to enable india s next billion,Bolna AI voice ai to enable india s next billion,6,Enterprise Software / SaaS / IT Products,clean,AI,0,AI Tools / Automation,clean
Nexus,We help non-technical teams build AI agents without engineers,,"Brussels, Brussels, Belgium",yc_2025,we help non technical teams build ai agents without engineers,Nexus we help non technical teams build ai agents without engineers,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Zavo,AI Point of Sale for Restaurants,Payments,"San Francisco, CA, USA",yc_2025,ai point of sale for restaurants,Zavo ai point of sale for restaurants Payments,5,Banking / Financial Services / Insurance,clean,"AI, Fintech",1,B2B SaaS / Workflow,mostly_clean
MOVEdot,AI Agents for Hardware Engineering,"Engineering, Product and Design","San Francisco, CA, USA",yc_2025,ai agents for hardware engineering,"MOVEdot ai agents for hardware engineering Engineering, Product and Design",6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Parrot,TikTok for language learning,,"San Francisco, CA, USA",yc_2025,tiktok for language learning,Parrot tiktok for language learning,6,Enterprise Software / SaaS / IT Products,clean,EdTech,2,Fintech Startups,clean
Brickwise,AI property manager for landlords and estate agents,Housing and Real Estate,,yc_2025,ai property manager for landlords and estate agents,Brickwise ai property manager for landlords and estate agents Housing and Real Estate,6,Enterprise Software / SaaS / IT Products,clean,AI,0,AI Tools / Automation,clean
Parse,Build an API to interact with any website.,,,yc_2025,build an api to interact with any website,Parse build an api to interact with any website,6,Enterprise Software / SaaS / IT Products,clean,DevTools,6,EdTech Startups,clean
Structured AI,AI workforce for Construction Engineering,Construction,,yc_2025,ai workforce for construction engineering,Structured AI ai workforce for construction engineering Construction,2,Engineering / Construction / Infrastructure,mostly_clean,AI,2,Fintech Startups,clean
Uplane,Replace marketing agencies with AI,Marketing,"San Francisco, CA, USA",yc_2025,replace marketing agencies with ai,Uplane replace marketing agencies with ai Marketing,6,Enterprise Software / SaaS / IT Products,clean,AI,0,AI Tools / Automation,clean
AirCaps,The AI copilot for in-person conversations.,,"San Francisco, CA, USA",yc_2025,the ai copilot for in person conversations,AirCaps the ai copilot for in person conversations,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Brickanta,"Construction's AI platform for bid analysis, estimation and…",Infrastructure,"Stockholm, Stockholm County, Sweden",yc_2025,construction s ai platform for bid analysis estimation and,Brickanta construction s ai platform for bid analysis estimation and Infrastructure,2,Engineering / Construction / Infrastructure,mostly_clean,"AI, SaaS, DevTools",0,AI Tools / Automation,clean
F2,The AI platform for private markets investors,"Engineering, Product and Design","New York, NY, USA",yc_2025,the ai platform for markets investors,"F2 the ai platform for markets investors Engineering, Product and Design",6,Enterprise Software / SaaS / IT Products,clean,"AI, SaaS",0,AI Tools / Automation,clean
Remedy,AI Agents for Pharmacies,,"San Francisco, CA, USA",yc_2025,ai agents for pharmacies,Remedy ai agents for pharmacies,7,Pharma / Healthcare / Life Sciences,clean,"AI, HealthTech",7,Ops / Logistics / Business Tools,mostly_clean
Semiotic,Studio-Grade Design at Scale,"Engineering, Product and Design","San Francisco, CA, USA",yc_2025,studio grade design at scale,"Semiotic studio grade design at scale Engineering, Product and Design",2,Engineering / Construction / Infrastructure,mostly_clean,Other,6,EdTech Startups,clean
Lapis,"AI Image Ads for Meta, Linkedin, and Google",Analytics,"San Francisco, CA, USA",yc_2025,ai image ads for meta linkedin and google,Lapis ai image ads for meta linkedin and google Analytics,6,Enterprise Software / SaaS / IT Products,clean,"AI, DevTools",1,B2B SaaS / Workflow,mostly_clean
Efference,We build the eyes and visual cortex for robots.,Manufacturing and Robotics,"San Francisco, CA, USA",yc_2025,we build the eyes and visual cortex for robots,Efference we build the eyes and visual cortex for robots Manufacturing and Robotics,6,Enterprise Software / SaaS / IT Products,clean,Other,2,Fintech Startups,clean
Nox Metals,Supplying America's Industrial Base,Manufacturing and Robotics,"Detroit, MI, USA",yc_2025,supplying america s industrial base,Nox Metals supplying america s industrial base Manufacturing and Robotics,3,Industrial / Electronics / Manufacturing,mixed,Other,6,EdTech Startups,clean
Digipals,The future of Social in the age of AI,Social,"San Francisco, CA, USA",yc_2025,the future of social in the age of ai,Digipals the future of social in the age of ai Social,6,Enterprise Software / SaaS / IT Products,clean,"AI, B2C",2,Fintech Startups,clean
Blue,The first voice assistant that can control every app on your iPhone,,,yc_2025,the first voice assistant that can control every app on your iphone,Blue the first voice assistant that can control every app on your iphone,6,Enterprise Software / SaaS / IT Products,clean,Other,7,Ops / Logistics / Business Tools,mostly_clean
Mixy,Make mashups without knowing how to DJ,,,yc_2025,make mashups without knowing how to dj,Mixy make mashups without knowing how to dj,8,BPO / Consumer Services / Logistics / Operations,mixed,Other,6,EdTech Startups,clean
Paloma,AI-native CRM for putting post-sales operations on autopilot,,"San Francisco, CA, USA",yc_2025,ai native crm for putting post sales operations on autopilot,Paloma ai native crm for putting post sales operations on autopilot,6,Enterprise Software / SaaS / IT Products,clean,"AI, OpsTech",1,B2B SaaS / Workflow,mostly_clean
Uplift AI,Foundational Voice Models for regional languages,,,yc_2025,foundational voice models for regional languages,Uplift AI foundational voice models for regional languages,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
RealRoots,AI social app for women,Social,"San Francisco, CA, USA",yc_2025,ai social app for women,RealRoots ai social app for women Social,6,Enterprise Software / SaaS / IT Products,clean,"AI, B2C",2,Fintech Startups,clean
Luminal,Making AI run fast on any hardware.,Infrastructure,,yc_2025,making ai run fast on any hardware,Luminal making ai run fast on any hardware Infrastructure,6,Enterprise Software / SaaS / IT Products,clean,"AI, DevTools",2,Fintech Startups,clean
Freya,Voice AI for Enterprises,,"San Francisco, CA, USA",yc_2025,voice ai for enterprises,Freya voice ai for enterprises,6,Enterprise Software / SaaS / IT Products,clean,"AI, B2B",0,AI Tools / Automation,clean
burnt,Agentic Operating System for Food Supply Chain,Supply Chain and Logistics,"San Francisco, CA, USA",yc_2025,agentic operating system for food supply chain,burnt agentic operating system for food supply chain Supply Chain and Logistics,6,Enterprise Software / SaaS / IT Products,clean,"AI, Logistics",6,EdTech Startups,clean
Avent,AI agents for industrial commerce,,,yc_2025,ai agents for industrial commerce,Avent ai agents for industrial commerce,6,Enterprise Software / SaaS / IT Products,clean,"AI, Marketplace",0,AI Tools / Automation,clean
Ruvo,The Global Dollar App for Brazil,,"São Paulo, SP, Brazil",yc_2025,the global dollar app for brazil,Ruvo the global dollar app for brazil,5,Banking / Financial Services / Insurance,clean,Other,1,B2B SaaS / Workflow,mostly_clean
Veritus,AI agents for the consumer lending industry,Credit and Lending,"San Francisco, CA, USA",yc_2025,ai agents for the consumer lending industry,Veritus ai agents for the consumer lending industry Credit and Lending,6,Enterprise Software / SaaS / IT Products,clean,"AI, Fintech, B2C",0,AI Tools / Automation,clean
Outrove,Ultra-realistic AI Recruiter,Recruiting and Talent,"San Francisco, CA, USA",yc_2025,ultra realistic ai recruiter,Outrove ultra realistic ai recruiter Recruiting and Talent,6,Enterprise Software / SaaS / IT Products,clean,"AI, HRTech",2,Fintech Startups,clean
NOSO LABS,Build AI agents for field technicians to diagnose and sell 10x better,,,yc_2025,build ai agents for field technicians to diagnose and sell 10x better,NOSO LABS build ai agents for field technicians to diagnose and sell 10x better,6,Enterprise Software / SaaS / IT Products,clean,AI,2,Fintech Startups,clean
Vulcan Technologies,AI regulatory drafting and compliance,Legal,"Austin, TX, USA",yc_2025,ai regulatory drafting and compliance,Vulcan Technologies ai regulatory drafting and compliance Legal,6,Enterprise Software / SaaS / IT Products,clean,AI,0,AI Tools / Automation,clean
Bizzy AI,Bizzy works 24/7 so you never miss a lead.,Marketing,"San Francisco, CA, USA",yc_2025,bizzy works 24 7 so you never miss a lead,Bizzy AI bizzy works 24 7 so you never miss a lead Marketing,6,Enterprise Software / SaaS / IT Products,clean,AI,1,B2B SaaS / Workflow,mostly_clean
Spotlight Realty,AI powered brokerage reducing residential rental commissions in NYC…,,"New York, NY, USA",yc_2025,ai powered brokerage reducing residential rental commissions in nyc,Spotlight Realty ai powered brokerage reducing residential rental commissions in nyc,6,Enterprise Software / SaaS / IT Products,clean,AI,0,AI Tools / Automation,clean
Interfere,Build software that never breaks,"Engineering, Product and Design","New York, NY, USA",yc_2025,build software that never breaks,"Interfere build software that never breaks Engineering, Product and Design",2,Engineering / Construction / Infrastructure,mostly_clean,SaaS,6,EdTech Startups,clean
Munify,The Cross-Border Neobank for the Middle East,,Remote,yc_2025,the cross border neobank for the middle east,Munify the cross border neobank for the middle east,5,Banking / Financial Services / Insurance,clean,Fintech,1,B2B SaaS / Workflow,mostly_clean
RowFlow,Replacing forms with AI conversations,Operations,"New York, NY, USA",yc_2025,replacing forms with ai conversations,RowFlow replacing forms with ai conversations Operations,6,Enterprise Software / SaaS / IT Products,clean,"AI, OpsTech",2,Fintech Startups,clean
TectoAI,A Platform for AI Governance,,"San Francisco, CA, USA",yc_2025,a platform for ai governance,TectoAI a platform for ai governance,6,Enterprise Software / SaaS / IT Products,clean,"AI, SaaS",2,Fintech Startups,clean
Duranium,Reshoring critical metal production,Manufacturing and Robotics,"Alameda, CA, USA",yc_2025,reshoring critical metal production,Duranium reshoring critical metal production Manufacturing and Robotics,3,Industrial / Electronics / Manufacturing,mixed,Other,6,EdTech Startups,clean
Perspectives Health,Automating away admin for behavioral health clinics,Healthcare IT,"Chicago, IL, USA",yc_2025,automating away admin for behavioral health clinics,Perspectives Health automating away admin for behavioral health clinics Healthcare IT,7,Pharma / Healthcare / Life Sciences,clean,HealthTech,7,Ops / Logistics / Business Tools,mostly_clean
